STATION,DATE,MONTH,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG ADJ,,,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00267192,2004-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0.3,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",6,",0",0,",0",27,",0",2,",0",0,0,0,0,-5,",0,12,",0,",,0,31,+",0,",,0,31,+",6.4,",,0,20,",32.8,",0,04,",0,0,0,0,142,",0",0,0,0,0,9.2,",,,0",0,",,,0",13.76,-0.111,,,",0",25.3,",,,0",2.23,",,,0",,
USC00267192,2004-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,45.9,"1,0",1,",0",1,",0",0,",0",0,",0",0,",0",0,"1,0",1,"1,0",0,",0",30,",0",15,",0",0,0,0,0,-1.7,"1,0,16,",0,",,0,30,+",0,",,0,30,+",16.5,",,0,09,",35.6,",0,23,",0,0,0,0,26.7,",0",0,0,0,0,16.5,",,,0",0,",,,0",18.97,0.459,,,"1,0",31.02,",,,0",6.91,"1,,,0",,
USC00267192,2004-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,155.2,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",30,",0",0,0,0,0,5.6,",0,04,",0,",,0,31,+",0,",,0,31,+",4.6,",,0,19,",39.4,",0,23,",0,0,0,0,0,",0",0,0,0,0,4.6,",,,0",0,",,,0",23.34,0.380,,,",0",35.87,",,,0",10.8,",,,0",,
USC00267192,2004-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,113.7,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",24,",0",0,0,0,0,4.4,",0,28,",0,",,0,31,+",0,",,0,31,+",13.5,",,0,16,",38.9,",0,12,+",0,0,0.8,0,0.8,",0",0,0,0,0,21.6,",,,0",0,",,,0",21.97,0.589,,,",0",33.74,",,,0",10.2,",,,0",,
USC00267192,2004-09,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2004-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,0,0,0,0,0,0,0,0,"1,0",0,",0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,,0,31,+",0,",,0,31,+",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,,0",0,NA,,,0,0,0,0,0,,
USC00267192,2004-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",3,",0",0,",0",0,"1,0",0,"1,0",0,",0",23,",0",3,",0",0,",0",0,",0",0,0,0,0,-13.3,",0,29,",0,"1,,0,30,+",0,"1,,0,30,+",15.7,",,0,27,",17.2,",0,07,+",0,0,0,0,445.7,",0",0,0,0,0,29.5,",,,0",0,"1,,,0",3.48,-0.951,,,",0",10.66,",,,0",-3.71,",,,0",,
USC00267192,2004-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",31,",0",4,",0",0,",0",0,",0",0,0,0,0,-13.3,",0,23,",0,",T,0,29,+",18,",,0,31,",12.7,",,0,31,",13.9,",0,14,+",0,0,0,0,602.8,",0",0,0,0,0,15.3,",,,0",21,",,,0",-1.11,-1.333,,,",0",5.83,",,,0",-8.05,",,,0",,
USC00267192,2005-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",4,",0",0,",0",0,",0",0,",0",3,",0",31,",0",8,",0",0,",0",0,",0",0,0,0,0,-19.4,",0,13,",0,",T,0,06,+",13,",,0,08,",8.9,",,0,08,",5,",0,17,",0,0,0,0,683.4,",0",0,0,0,0,22.1,",,,0",26,",,,0",-3.71,-3.438,,,",0",0.92,",,,0",-8.34,",,,0",,
USC00267192,2005-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",3,",0",0,",0",0,",0",0,",0",0,",0",24,",0",3,",0",0,",0",0,",0",0,0,0,0,-14.4,",0,04,",0,",,0,28,+",13,",,0,07,",9.7,",,0,07,",15,",0,27,",0,0,0,0,492.3,",0",0,0,0,0,19.5,",,,0",16,",,,0",0.75,-1.469,,,",0",5.99,",,,0",-4.49,",,,0",,
USC00267192,2005-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",6,",0",2,",0",0,",0",0,0,0,0,0,",0",26,",0",0,",0",4,",0",0,",0",0,0,0,0,-7.8,",0,15,",0,0,0,0,24.9,",,0,22,",23.9,",0,09,",0,0,0,0,363,",0",0,0,0,0,40,",,,0",0,0,6.62,1.905,,,",0",15.68,",,,0",-2.44,",,,0",,
USC00267192,2005-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",6,",0",0,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",7,",0",0,",0",0,0,0,0,-8.3,",0,14,",0,",T,0,08,",0,",T,0,08,",2,",,0,08,",25,",0,06,",0,0,0,0,303.9,",0",0,0,0,0,5.4,",,,0",0,",T,,0",8.2,-1.069,,,",0",17.33,",,,0",-0.93,",,,0",,
USC00267192,2005-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",4.2,0,4.2,",0",10,",0",6,",0",1,",0",0,",0",0,",0",0,",0",1,",0",0,",0",20,",0",0,",0",0,0,0,0,-0.6,",0,23,",0,",,0,31,+",0,",,0,31,+",33.3,",,0,06,",31.7,",0,28,",0,0,0,0,128.1,",0",0,0,0,0,74,",,,0",0,",,,0",14.34,0.469,,,",0",22.84,",,,0",5.84,",,,0",,
USC00267192,2005-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",17.8,0,13.6,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",26,",0",7,",0",0,0,0,0,-3.3,",0,06,",0,",,0,30,+",0,",,0,30,+",5.6,",,0,16,",33.9,",0,23,+",0,0,0,0,72.7,",0",0,0,0,0,7.1,",,,0",0,",,,0",16.36,-2.151,,,",0",27.82,",,,0",4.91,",,,0",,
USC00267192,2005-07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2005-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,162.7,",0",0,",0",0,",0",0,",0",0,"1,0",0,",0",0,",0",0,",0",0,",0",31,",0",30,",0",0,0,0,0,3.3,",0,22,",0,"1,,0,31,+",0,",,0,31,+",0,",T,0,15,+",38.9,",0,11,+",0,0,0,0,1.7,",0",0,0,0,0,0,",T,,0",0,",,,0",23.53,2.149,,,",0",36.08,",,,0",10.97,",,,0",,
USC00267192,2005-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,7.5,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",29,",0",6,",0",0,0,0,0,-6.1,",0,30,",0,",,0,30,+",0,",,0,30,+",6.4,",,0,10,",32.8,",0,07,+",0,0,0,0,106.4,",0",0,0,0,0,7.7,",,,0",0,",,,0",15.04,-2.099,,,",0",27.78,",,,0",2.3,",,,0",,
USC00267192,2005-10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2005-11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2005-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,0,0,0,0,0,0,0,0,",0",1,",0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,0,31,+",25,",,0,18,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,",,,0",0,NA,,,0,0,0,0,0,,
USC00267192,2006-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",7,",0",3,",0",1,",0",0,"2,0",0,",0",0,",0",27,",0",0,",0",0,",0",0,",0",0,0,0,0,-10,",0,23,",0,"2,T,0,16,",5,",,0,19,+",31.8,",,0,01,",10,",0,08,",0,0,0,0,557,",0",0,0,0,0,57.2,",,,0",10,",,,0",0.36,0.632,,,",0",5.21,",,,0",-4.48,",,,0",,
USC00267192,2006-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",0,0,0,0,0,0,0,",0",0,",0",0,",0",23,",0",0,",0",0,",0",0,",0",0,0,0,0,-16.1,",0,20,",0,",,0,28,+",0,",T,0,18,",0,0,16.7,",0,25,",0,0,0,0,454.2,",0",0,0,0,0,0,0,0,",T,,0",2.11,-0.109,,,",0",10.18,",,,0",-5.95,",,,0",,
USC00267192,2006-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,0,7,",0",3,",0",0,",0",0,",0",0,",0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,",,0,31,+",0,",,0,31,+",5.1,",,0,09,",0,0,0,0,0,0,0,0,0,0,0,0,17.4,",,,0",0,",,,0",0,NA,,,0,0,0,0,0,,
USC00267192,2006-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",4,",0",1,",0",0,",0",0,",0",0,",0",10,",0",0,",0",6,",0",0,",0",0,0,0,0,-1.7,",0,06,",0,",,0,30,+",0,",,0,30,+",25.7,",,0,05,",27.2,",0,30,",0,0,0,0,260,",0",0,0,0,0,57.7,",,,0",0,",,,0",9.67,0.401,,,",0",16.59,",,,0",2.74,",,,0",,
USC00267192,2006-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,22,",0",4,",0",3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",28,",0",6,",0",0,0,0,0,0.6,",0,01,",0,",,0,31,+",0,",,0,31,+",5.3,",,0,28,+",34.4,",0,17,",0,0,0,0,97.2,",0",0,0,0,0,17.2,",,,0",0,",,,0",15.9,2.029,,,",0",25.99,",,,0",5.82,",,,0",,
USC00267192,2006-06,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2006-07,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2006-08,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,,,,,,,,,
USC00267192,2006-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,36.3,",0",0,",0",0,",0",0,",0",0,"1,0",0,",0",0,",0",5,",0",0,",0",22,",0",15,",0",0,0,0,0,-1.1,",0,26,+",0,"1,,0,30,+",0,",,0,30,+",0,",T,0,19,",35,",0,04,",0,0,0,0,90.9,",0",0,0,0,0,0,",T,,0",0,",,,0",16.51,-0.629,,,",0",27.95,",,,0",5.08,",,,0",,
USC00267192,2006-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",22,",0",0,",0",23,",0",0,",0",0,0,0,0,-10,",0,27,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",26.7,",0,16,+",0,0,0,0,254.2,",0",0,0,0,0,0,",,,0",0,",,,0",10.13,-0.854,,,",0",22.19,",,,0",-1.93,",,,0",,
USC00267192,2006-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",2,",0",0,",0",0,"4,0",1,",0",1,",0",24,",0",1,",0",1,",0",0,",0",0,0,0,0,-21.1,",0,29,",0,"4,,0,30,+",76,",,0,27,",2.5,",,0,13,+",22.8,",0,07,",0,0,0,0,422.5,",0",0,0,0,0,5.6,",,,0",76,",,,0",4.25,-0.181,,,",0",13.44,",,,0",-4.94,",,,0",,
USC00267192,2006-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",3,",0",0,",0",0,",0",0,",0",3,",0",27,",0",0,",0",0,",0",0,",0",0,0,0,0,-20.6,",0,18,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,22,",16.7,",0,14,",0,0,0,0,612.3,",0",0,0,0,0,12.6,",,,0",0,",,,0",-1.42,-1.643,,,",0",6.41,",,,0",-9.24,",,,0",,
USC00267192,2007-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,",0",1,",0",0,",0",0,",0",0,",0",5,",0",31,",0",4,",0",0,",0",0,",0",0,0,0,0,-24.4,",0,13,",0,",,0,31,+",13,",,0,05,",5.1,",,0,05,",13.3,",0,10,",0,0,0,0,685.9,",0",0,0,0,0,5.1,",,,0",13,",,,0",-3.79,-3.518,,,",0",5.53,",,,0",-13.11,",,,0",,
USC00267192,2007-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",4,",0",4,",0",0,",0",0,"2,0",0,",0",0,",0",25,",0",0,",0",0,",0",0,",0",0,0,0,0,-16.7,",0,02,",0,"2,,0,28,+",13,",,0,25,",7.6,",,0,10,",20,",0,06,",0,0,0,0,423.1,",0",0,0,0,0,17.7,",,,0",13,",,,0",3.22,1.001,,,",0",12.03,",,,0",-5.58,",,,0",,
USC00267192,2007-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",14,",0",0,",0",0,0,0,0,-9.4,",0,22,",0,",T,0,27,",0,",T,0,27,",2.5,",,0,27,",26.7,",0,17,+",0,0,0,0,327.3,",0",0,0,0,0,2.5,",,,0",0,",T,,0",7.77,3.055,,,",0",18.98,",,,0",-3.43,",,,0",,
USC00267192,2007-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,0,4,",0",4,",0",0,",0",0,",0",0,",0",0,0,0,0,0,",0",15,",0",0,",0",0,0,0,0,0,0,0,",,0,30,+",0,",,0,30,+",15.2,",,0,22,",30.6,",0,28,",0,0,0,0,0,0,0,0,0,0,32.9,",,,0",0,",,,0",0,NA,,,0,19.65,",,,0",0,0,,
USC00267192,2007-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,8.1,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",25,",0",1,",0",0,0,0,0,-3.9,",0,06,",0,",T,0,04,",0,",T,0,04,",10.2,",,0,04,",33.3,",0,31,",0,0,0,0,97.7,",0",0,0,0,0,10.2,",,,0",0,",T,,0",15.44,1.569,,,",0",26.12,",,,0",4.76,",,,0",,
USC00267192,2007-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,67.8,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",27,",0",20,",0",0,0,0,0,0,",0,07,",0,",,0,30,+",0,",,0,30,+",2.5,",,0,07,+",36.1,",0,22,",0,0,0,0,28.1,",0",0,0,0,0,5,",,,0",0,",,,0",19.66,1.149,,,",0",31.4,",,,0",7.91,",,,0",,
USC00267192,2007-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,229.1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",31,",0",0,0,0,0,4.4,",0,02,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",42.2,",0,05,",0,0,0,0,0,",0",0,0,0,0,0,",,,0",0,",,,0",25.72,2.760,,,",0",37.5,",,,0",13.94,",,,0",,
USC00267192,2007-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,67.5,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",12,",0",0,0,0,0,5.6,",0,19,+",0,",,0,31,+",0,",,0,31,+",7.6,",,0,03,",38.9,",0,01,",0,0,6.6,0,6.6,",0",0,0,0,0,7.6,",,,0",0,",,,0",20.3,-1.081,,,",0",30.19,",,,0",10.4,",,,0",,
USC00267192,2007-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,1.4,",0",0,0,0,0,0,0,0,",0",0,",0",0,",0",7,",0",0,",0",15,",0",0,",0",0,0,0,0,-3.9,",0,26,",0,",,0,30,+",0,",,0,30,+",0,0,28.9,",0,02,",0,0,204.6,0,198,",0",0,0,0,0,0,0,0,",,,0",11.78,-5.359,,,",0",20.38,",,,0",3.18,",,,0",,
USC00267192,2007-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",0,0,0,0,0,0,0,",0",0,",0",0,",0",22,",0",0,",0",10,",0",0,",0",0,0,0,0,-5.6,",0,26,",0,",,0,31,+",0,",,0,31,+",0,0,26.7,",0,25,",0,0,482.2,0,277.6,",0",0,0,0,0,0,0,0,",,,0",9.38,-1.604,,,",0",19.48,",,,0",-0.73,",,,0",,
USC00267192,2007-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",2,",0",2,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",10,",0",0,",0",0,0,0,0,-10.6,",0,28,",0,",,0,30,+",0,",,0,30,+",20.3,",,0,10,",24.4,",0,20,",0,0,831.6,0,349.4,",0",0,0,0,0,22.8,",,,0",0,",,,0",6.69,2.259,,,",0",17.61,",,,0",-4.24,",,,0",,
USC00267192,2007-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",2,"3,0",2,"3,0",0,"3,0",0,"4,0",2,",0",1,",0",30,",0",2,",0",0,",0",0,",0",0,0,0,0,-20.6,",0,31,",0,"4,T,0,20,",51,",,0,29,+",12.7,"3,,0,07,",15.6,",0,03,",0,0,1410.4,0,578.8,",0",0,0,0,0,15.2,"3,,,0",102,",,,0",-0.34,-0.563,,,",0",5.99,",,,0",-6.66,",,,0",,
USC00267192,2008-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,"5,0",1,"5,0",0,"5,0",0,0,5,",0",1,",0",31,",0",11,",0",0,",0",0,",0",0,0,0,0,-19.4,",0,01,",0,0,51,",,0,28,+",10.2,"5,,0,05,",8.3,",0,10,+",0,0,2098.4,0,688,",0",0,0,0,0,10.2,"5,,,0",203,",,,0",-3.86,-3.588,,,",0",2.41,",,,0",-10.14,",,,0",,
USC00267192,2008-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",3,",0",3,",0",0,",0",0,",0",0,",0",0,",0",27,",0",0,",0",0,",0",0,",0",0,0,0,0,-10,",0,04,+",0,",,0,29,+",0,",,0,29,+",5.1,",,0,24,",20,",0,29,",0,0,2538.5,0,440.1,",0",0,0,0,0,10.1,",,,0",0,",,,0",3.16,0.941,,,",0",10.68,",,,0",-4.37,",,,0",,
USC00267192,2008-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",0,",0",6,",0",0,",0",0,0,0,0,-9.4,",0,17,+",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",22.2,",0,25,",0,0,2942.1,0,403.6,",0",0,0,0,0,0,",,,0",0,",,,0",5.31,0.595,,,",0",15.43,",,,0",-4.8,",,,0",,
USC00267192,2008-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,"1,0",1,"1,0",0,"1,0",0,"3,0",1,",0",0,",0",26,",0",0,",0",9,",0",0,",0",0,0,0,0,-8.9,",0,17,",0,"3,,0,30,+",102,",,0,20,",2.5,"1,,0,06,",27.8,",0,28,+",0,0,3275.6,0,333.5,",0",0,0,0,0,2.5,"1,,,0",102,",,,0",7.22,-2.049,,,",0",18.09,",,,0",-3.65,",,,0",,
USC00267192,2008-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",10.3,0,10.3,",0",5,",0",5,",0",0,",0",0,",0",0,",0",0,",0",12,",0",0,",0",17,",0",4,",0",0,0,0,0,-6.1,",0,01,",0,",,0,31,+",0,",,0,31,+",12.7,",,0,26,",37.2,",0,19,",0,0,3497.2,0,221.6,",0",0,0,0,0,35.5,",,,0",0,",,,0",11.52,-2.351,,,",0",20.74,",,,0",2.3,",,,0",,
USC00267192,2008-06,6,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",85.2,0,74.9,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",4,",0",0,",0",28,",0",18,",0",0,0,0,0,-1.1,",0,08,+",0,",,0,30,+",0,",,0,30,+",2.5,",,0,04,",38.3,",0,29,",0,0,3542.3,0,45.1,",0",0,0,0,0,2.5,",,,0",0,",,,0",19.33,0.819,,,",0",31.31,",,,0",7.34,",,,0",,
USC00267192,2008-07,7,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",239.6,0,154.4,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",31,",0",0,0,0,0,7.2,",0,23,+",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",38.3,",0,15,",0,0,0,0,0,",0",0,0,0,0,0,",,,0",0,",,,0",23.31,0.350,,,",0",36.29,",,,0",10.34,",,,0",,
USC00267192,2008-08,8,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",399.9,0,160.3,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",31,",0",0,0,0,0,5.6,",0,31,",0,",,0,31,+",0,",,0,31,+",0,",T,0,08,",39.4,",0,17,+",0,0,0,0,0,",0",0,0,0,0,0,",T,,0",0,",,,0",23.5,2.119,,,",0",36.47,",,,0",10.54,",,,0",,
USC00267192,2008-09,9,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",415.4,0,15.5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",30,",0",11,",0",0,0,0,0,-1.7,",0,02,",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",34.4,",0,08,",0,0,35.8,0,35.8,",0",0,0,0,0,0,",,,0",0,",,,0",17.66,0.521,,,",0",30.33,",,,0",4.98,",,,0",,
USC00267192,2008-10,10,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",416,0,0.6,",0",2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",22,",0",0,",0",26,",0",0,",0",0,0,0,0,-10,",0,14,",0,",,0,31,+",0,",,0,31,+",2.5,",,0,04,",31.1,",0,01,",0,0,271.8,0,236,",0",0,0,0,0,3,",,,0",0,",,,0",10.74,-0.244,,,",0",23.13,",,,0",-1.65,",,,0",,
USC00267192,2008-11,11,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",416,0,0,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",24,",0",0,",0",3,",0",0,",0",0,0,0,0,-7.2,",0,25,",0,",,0,30,+",0,",,0,30,+",18.5,",,0,09,",24.4,",0,01,",0,0,597.5,0,325.7,",0",0,0,0,0,27.5,",,,0",0,",,,0",7.48,3.049,,,",0",16.56,",,,0",-1.61,",,,0",,
USC00267192,2008-12,12,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",416,0,0,",0",4,",0",4,",0",0,",0",0,",0",0,",0",3,",0",31,",0",7,",0",0,",0",0,",0",0,0,0,0,-19.4,",0,18,",0,",,0,31,+",0,",,0,31,+",15.2,",,0,24,",15.6,",0,03,",0,0,1249.9,0,652.4,",0",0,0,0,0,27.9,",,,0",0,",,,0",-2.71,-2.933,,,",0",5.31,",,,0",-10.73,",,,0",,
USC00267192,2009-01,1,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,"2,0",3,",0",3,",0",0,",0",0,",0",0,",0",1,"1,0",28,"1,0",1,"1,0",0,"1,0",0,"1,0",0,0,0,0,-18.9,"1,0,04,",0,",,0,31,+",0,",,0,31,+",14,",,0,24,",13.3,"1,0,20,",0,0,1765.3,0,515.4,"1,0",0,0,0,0,20.3,",,,0",0,",,,0",0.52,0.792,,,"2,0",9.03,"1,,,0",-7.99,"1,,,0",,
USC00267192,2009-02,2,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",2,"2,0",1,"2,0",0,"2,0",0,"2,0",0,",0",0,",0",28,",0",0,",0",0,",0",0,",0",0,0,0,0,-15,",0,10,",0,"2,,0,28,+",3,",,0,09,",2.8,"2,,0,16,",18.3,",0,24,+",0,0,2200,0,434.7,",0",0,0,0,0,3.6,"2,,,0",3,",,,0",2.81,0.591,,,",0",10.8,",,,0",-5.18,",,,0",,
USC00267192,2009-03,3,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",0,",0",4,",0",0,",0",0,0,0,0,-11.1,",0,10,",0,",,0,31,+",0,",,0,31,+",2,",,0,04,",22.2,",0,20,",0,0,2615.1,0,415.1,",0",0,0,0,0,2,",,,0",0,",,,0",4.94,0.225,,,",0",14.5,",,,0",-4.62,",,,0",,
USC00267192,2009-04,4,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",0,0,0,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",21,",0",0,",0",11,",0",0,",0",0,0,0,0,-11.7,",0,04,",0,",,0,30,+",0,",,0,30,+",6.6,",,0,08,",31.1,",0,21,",0,0,2919.5,0,304.4,",0",0,0,0,0,16.3,",,,0",0,",,,0",8.19,-1.079,,,",0",18.32,",,,0",-1.95,",,,0",,
USC00267192,2009-05,5,40.4661,-118.3047,1260.3,"RYE PATCH DAM, NV US",23.2,0,23.2,",0",3,",0",3,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",27,",0",8,",0",0,0,0,0,0,",0,04,",0,",,0,31,+",0,",,0,31,+",8.1,",,0,02,",35.6,",0,18,",0,0,2984.9,0,65.4,",0",0,0,0,0,17.5,",,,0",0,",,,0",16.97,3.099,,,",0",27.98,",,,0",5.96,",,,0",,
