STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,EVAP,EVAP_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HN03,HN03_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,HX03,HX03_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LN03,LN03_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,LX03,LX03_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MN03,MN03_ATTRIBUTES,MNPN,MNPN_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,MX03,MX03_ATTRIBUTES,MXPN,MXPN_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDMV,WDMV_ATTRIBUTES
USC00042294,1984-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",584.9,0,159.7,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",24,",0",,,,,10.6,",0,22,+",0,",,0,31,+",0,",,0,31,+",5.3,",,0,31,",40.6,",0,10,",323.2,",,,0",0.3,0,31.1,",,,0,0,2",31.1,",,,0,0,3",,,0,",0",35,",,,0,0,2",32.2,",,,0,0,3",,,25.6,",,,0,0,2",26.7,",,,0,0,3",,,28.9,",,,0,0,2",27.8,",,,0,0,3",,,28.8,",,,0,0,2",28.8,",,,0,0,3",,,15.4,",,,0",32.6,",,,0,0,2",30.3,",,,0,0,3",,,32.7,",,,0",5.3,",,,0",0,",,,0",23.49,",0",33.64,",,,0",13.33,",,,0",4987,",,,0"
USC00042294,1984-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",751.1,0,166.2,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",20,",0",,,,,10,",0,24,",0,",,0,30,+",0,",,0,30,+",1,",,0,19,",38.9,",0,18,+",327,",,,0",0.3,0,30,",,,0,0,2",28.9,",,,0,0,3",,,0,",0",33.3,",,,0,0,2",30,",,,0,0,3",,,23.9,",,,0,0,2",24.4,",,,0,0,3",,,25.6,",,,0,0,2",25.6,",,,0,0,3",,,26.9,",,,0,0,2",27.1,",,,0,0,3",,,15.3,",,,0",30.1,",,,0,0,2",28.3,",,,0,0,3",,,30.8,",,,0",1,",,,0",0,",,,0",23.87,",0",33.52,",,,0",14.23,",,,0",5349,",,,0"
USC00042294,1984-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",761.4,0,10.3,",0",7,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",20,",0",0,",0",,,,,2.2,",0,17,",0,",,0,31,+",0,",,0,31,+",14.7,",,0,11,",30.6,",0,08,",195,"1,,,0",98.8,0,24.4,",,,0,0,2",23.9,",,,0,0,3",,,98.5,",0",26.7,",,,0,0,2",25.6,",,,0,0,3",,,14.4,",,,0,0,2",15.6,",,,0,0,3",,,16.7,",,,0,0,2",16.1,",,,0,0,3",,,18.9,",,,0,0,2",19.4,",,,0,0,3",,,9.72,",,,0",21.3,",,,0,0,2",20.6,",,,0,0,3",,,21.68,",,,0",31,",,,0",0,",,,0",15.49,",0",22.63,",,,0",8.35,",,,0",5243,",,,0"
USC00042294,1984-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",761.4,0,0,",0",21,",0",10,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",1,",0",0,",0",,,,,0.6,",0,02,+",0,",,0,30,+",0,",,0,30,+",30,",,0,16,",21.7,",0,05,",83.1,",,,0",352.3,0,15.6,"1,,,0,0,2",15.6,"1,,,0,0,3",,,253.5,",0",18.3,"1,,,0,0,2",16.7,"1,,,0,0,3",,,7.8,"1,,,0,0,2",7.8,"1,,,0,0,3",,,9.4,"1,,,0,0,2",8.3,"1,,,0,0,3",,,11,"1,,,0,0,2",11,"1,,,0,0,3",,,6.45,",,,0",12.8,"1,,,0,0,2",12.1,"1,,,0,0,3",,,13.95,",,,0",165.2,",,,0",0,",,,0",9.88,",0",14.65,",,,0",5.11,",,,0",5017,",,,0"
USC00042294,1984-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",761.4,0,0,",0",15,",0",4,",0",0,",0",0,",0",0,",0",0,",0",10,",0",0,",0",0,",0",0,",0",,,,,-2.2,",0,31,+",0,",,0,31,+",0,",,0,31,+",12.2,",,0,03,",16.1,",0,07,",39.2,"1,,,0",724.8,0,10.6,",,,0,0,2",10,",,,0,0,3",,,372.5,",0",11.7,",,,0,0,2",15,",,,0,0,3",,,5,",,,0,0,2",5,",,,0,0,3",,,6.1,",,,0,0,2",5.6,",,,0,0,3",,,7.3,",,,0,0,2",7.3,",,,0,0,3",,,2.46,"2,,,0",8.6,",,,0,0,2",8,",,,0,0,3",,,9.66,",,,0",34,",,,0",0,",,,0",6.32,",0",10.45,",,,0",2.19,",,,0",4350,",,,0"
USC00042294,1985-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",13,",0",3,",0",0,",0",0,",0",0,",0",0,",0",15,",0",0,",0",0,",0",0,",0",,,,,-3.3,",0,01,",0,",,0,31,+",0,",,0,31,+",7.6,",,0,08,",13.3,",0,04,",22.4,",,,0",1142.4,0,7.8,",,,0,0,2",7.2,",,,0,0,3",,,417.6,",0",8.9,",,,0,0,2",7.8,",,,0,0,3",,,4.4,",,,0,0,2",4.4,",,,0,0,3",,,6.1,",,,0,0,2",5.6,",,,0,0,3",,,5.7,",,,0,0,2",5.3,",,,0,0,3",,,2.19,"2,,,0",7.1,",,,0,0,2",6.1,",,,0,0,3",,,8,"1,,,0",26.3,",,,0",0,",,,0",4.86,",0",8.93,",,,0",0.8,",,,0",2660,",,,0"
USC00042294,1985-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",5,",0",2,",0",1,",0",0,",0",0,",0",0,",0",9,",0",0,",0",6,",0",0,",0",,,,,-2.8,",0,06,+",0,",,0,28,+",0,",,0,28,+",40.9,",,0,08,",23.9,",0,28,",116.3,",,,0",1376.5,0,13.3,",,,0,0,2",12.2,",,,0,0,3",,,234.1,",0",15.6,",,,0,0,2",13.3,",,,0,0,3",,,5,",,,0,0,2",5,",,,0,0,3",,,7.2,",,,0,0,2",5.6,",,,0,0,3",,,8.7,",,,0,0,2",8,",,,0,0,3",,,4.31,"1,,,0",10.9,",,,0,0,2",8.9,",,,0,0,3",,,16.21,",,,0",45.5,",,,0",0,",,,0",9.97,",0",16.69,",,,0",3.25,",,,0",5277,",,,0"
USC00042294,1985-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",8,",0",6,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",3,",0",0,",0",,,,,0.6,",0,08,",0,",,0,31,+",0,",,0,31,+",29.7,",,0,27,",23.9,",0,01,",103.8,"1,,,0",1638.1,0,13.3,",,,0,0,2",12.2,",,,0,0,3",,,261.6,",0",16.1,",,,0,0,2",13.3,",,,0,0,3",,,7.2,",,,0,0,2",6.7,",,,0,0,3",,,10,",,,0,0,2",7.8,",,,0,0,3",,,10.6,",,,0,0,2",10.2,",,,0,0,3",,,4.47,",,,0",13.5,",,,0,0,2",11.4,",,,0,0,3",,,17.28,",,,0",80.1,",,,0",0,",,,0",9.89,",0",16.14,",,,0",3.65,",,,0",5099,",,,0"
USC00042294,1985-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",16.9,0,16.9,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",1,",0",,,,,2.8,",0,22,",0,",,0,30,+",0,",,0,30,+",8.6,",,0,17,",32.2,",0,14,",237,",,,0",1697.2,0,21.1,",,,0,0,2",20,",,,0,0,3",,,59.1,",0",25.6,",,,0,0,2",21.1,",,,0,0,3",,,8.3,",,,0,0,2",11.1,",,,0,0,3",,,16.7,",,,0,0,2",12.8,",,,0,0,3",,,17.7,",,,0,0,2",17.3,",,,0,0,3",,,10.13,",,,0",21.6,",,,0,0,2",18.4,",,,0,0,3",,,26.93,",,,0",8.6,",,,0",0,",,,0",16.93,",0",25.05,",,,0",8.8,",,,0",5092,",,,0"
USC00042294,1985-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",41.5,0,24.6,",0",2,",0",0,",0",0,",0",,,,,0,",0",0,",0",0,",0",27,",0",2,",0",,,,,4.4,",0,29,+",,,,,1,",,0,29,",33.9,",0,23,+",316,",,,0",1748.3,0,25.6,",,,0,0,2",24.4,",,,0,0,3",,,51.1,",0",29.4,",,,0,0,2",26.1,",,,0,0,3",,,18.9,",,,0,0,2",18.9,",,,0,0,3",,,22.2,",,,0,0,2",20,",,,0,0,3",,,21.8,",,,0,0,2",21.3,",,,0,0,3",,,10.02,",,,0",25.8,",,,0,0,2",22.5,",,,0,0,3",,,28.52,",,,0",1.5,",,,0",,,17.48,",0",26.48,",,,0",8.47,",,,0",6267,",,,0"
USC00042294,1985-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",215.8,0,174.3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",22,",0",,,,,7.2,",0,01,",0,",,0,30,+",0,",,0,30,+",2.3,",,0,02,",40.6,",0,17,",401.3,",,,0",1758,0,31.1,",,,0,0,2",30,",,,0,0,3",,,9.7,",0",35.6,",,,0,0,2",31.1,",,,0,0,3",,,21.1,",,,0,0,2",21.1,",,,0,0,3",,,24.4,",,,0,0,2",22.2,",,,0,0,3",,,27.6,",,,0,0,2",26.9,",,,0,0,3",,,15.35,",,,0",31.6,",,,0,0,2",28,",,,0,0,3",,,33.02,",,,0",2.3,",,,0",0,",,,0",23.82,",0",34.01,",,,0",13.63,",,,0",5665,",,,0"
USC00042294,1985-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",417.3,0,201.5,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",26,",0",,,,,10.6,",0,29,+",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",40.6,",0,25,+",369,",,,0",0.3,0,31.7,",,,0,0,2",31.1,"1,,,0,0,3",,,0.3,",0",36.1,",,,0,0,2",32.2,"1,,,0,0,3",,,26.7,",,,0,0,2",27.2,"1,,,0,0,3",,,30.6,",,,0,0,2",28.9,"1,,,0,0,3",,,29.4,",,,0,0,2",29,"1,,,0,0,3",,,16.33,",,,0",33.5,",,,0,0,2",30.4,"1,,,0,0,3",,,34.35,",,,0",0,",,,0",0,",,,0",24.82,",0",35.22,",,,0",14.43,",,,0",4727,",,,0"
USC00042294,1985-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",522.3,0,105,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",16,",0",,,,,8.3,",0,23,+",0,",,0,31,+",0,",,0,31,+",0.3,",,0,30,",37.2,",0,04,",319.6,",,,0",2.2,0,28.9,",,,0,0,2",28.9,",,,0,0,3",,,1.9,",0",33.3,",,,0,0,2",30,",,,0,0,3",,,24.4,",,,0,0,2",25,",,,0,0,3",,,27.2,",,,0,0,2",26.7,",,,0,0,3",,,27.1,",,,0,0,2",27.1,",,,0,0,3",,,13.77,",,,0",30.8,",,,0,0,2",28.5,",,,0,0,3",,,31.66,",,,0",0.3,",,,0",0,",,,0",21.66,",0",31.81,",,,0",11.51,",,,0",5097,",,,0"
USC00042294,1985-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",576.2,0,53.9,",0",3,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",29,",0",7,",0",,,,,5.6,",0,30,",0,",,0,30,+",0,",,0,30,+",4.1,",,0,10,",36.1,",0,25,",242.7,",,,0",21.1,0,26.7,",,,0,0,2",26.7,",,,0,0,3",,,18.9,",0",30,",,,0,0,2",28.3,",,,0,0,3",,,20,",,,0,0,2",21.1,",,,0,0,3",,,22.2,",,,0,0,2",22.2,",,,0,0,3",,,23.4,",,,0,0,2",23.6,",,,0,0,3",,,13.11,",,,0",26.5,",,,0,0,2",24.9,",,,0,0,3",,,28.53,",,,0",8.9,",,,0",0,",,,0",19.5,",0",27.94,",,,0",11.06,",,,0",4686,",,,0"
USC00042294,1985-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",602.7,0,26.5,",0",3,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",25,",0",4,",0",,,,,2.8,",0,16,+",0,",,0,31,+",0,",,0,31,+",11.2,",,0,21,",36.1,",0,05,",203.4,",,,0",94.5,0,24.4,",,,0,0,2",,,,,73.4,",0",27.8,",,,0,0,2",,,,,16.1,",,,0,0,2",,,,,16.7,",,,0,0,2",,,,,19.7,",,,0,0,2",,,,,10.07,",,,0",22.2,",,,0,0,2",,,,,24,",,,0",12.7,",,,0",0,",,,0",16.82,",0",25.14,",,,0",8.51,",,,0",4916,",,,0"
USC00042294,1985-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",603,0,0.3,",0",10,",0",7,",0",2,",0",0,",0",0,",0",0,",0",9,",0",0,",0",9,",0",0,",0",,,,,-3.3,",0,21,+",0,",,0,30,+",0,",,0,30,+",36.8,",,0,25,",27.8,",0,02,",94.4,",,,0",362.6,0,17.8,",,,0,0,2",16.7,",,,0,0,3",,,268.1,",0",20,",,,0,0,2",17.8,",,,0,0,3",,,7.2,",,,0,0,2",7.2,",,,0,0,3",,,7.8,",,,0,0,2",7.8,",,,0,0,3",,,11.3,",,,0,0,2",11.4,",,,0,0,3",,,,,13,",,,0,0,2",12.3,",,,0,0,3",,,14.34,",,,0",113.2,",,,0",0,",,,0",9.41,",0",15.52,",,,0",3.29,",,,0",4704,",,,0"
USC00042294,1985-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",603,0,0,",0",16,",0",4,",0",2,",0",,,,,0,",0",11,",0",0,",0",0,",0",0,",0",,,,,-4.4,",0,13,",,,,,30.7,",,0,30,",16.7,",0,06,+",,,776.2,0,11.1,",,,0,0,2",10,"1,,,0,0,3",,,413.6,",0",12.2,",,,0,0,2",10.6,"1,,,0,0,3",,,5,",,,0,0,2",4.4,"1,,,0,0,3",,,6.1,",,,0,0,2",5,"1,,,0,0,3",,,7,",,,0,0,2",6.3,"1,,,0,0,3",,,,,8.2,",,,0,0,2",7,"1,,,0,0,3",,,7.95,",,,0",79.3,",,,0",,,4.99,",0",8.8,",,,0",1.19,",,,0",3805,",,,0"
USC00042294,1986-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",15,",0",9,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",,,,,1.7,",0,25,",0,",,0,31,+",0,",,0,31,+",31.8,",,0,30,",18.3,",0,18,",28.6,",,,0",1043,0,11.1,",,,0,0,2",9.4,",,,0,0,3",,,266.8,",0",12.8,",,,0,0,2",10,",,,0,0,3",,,7.8,",,,0,0,2",6.7,",,,0,0,3",,,8.3,",,,0,0,2",7.2,",,,0,0,3",,,9.3,",,,0,0,2",8,",,,0,0,3",,,6.25,",,,0",10.6,",,,0,0,2",8.6,",,,0,0,3",,,12.82,",,,0",99.7,",,,0",0,",,,0",9.73,",0",13.44,",,,0",6.01,",,,0",3737,",,,0"
USC00042294,1986-02,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,",0",18,",0",13,",0",4,",0",0,",0",0,",0",0,",0",1,",0",0,",0",4,",0",0,",0",,,,,0,",0,07,",0,",,0,28,+",0,",,0,28,+",45.7,",,0,17,",23.3,",0,26,",45.3,"2,,,0",1228.6,0,14.4,"2,,,0,0,2",12.8,"2,,,0,0,3",,,185.6,",0",16.7,"2,,,0,0,2",13.3,"2,,,0,0,3",,,7.8,"2,,,0,0,2",7.2,"2,,,0,0,3",,,8.9,"2,,,0,0,2",7.8,"2,,,0,0,3",,,10.8,"2,,,0,0,2",9.5,"2,,,0,0,3",,,7.83,"2,,,0",12.5,"2,,,0,0,2",10.3,"2,,,0,0,3",,,16.99,",,,0",246.5,",,,0",0,",,,0",11.71,",0",16.37,",,,0",7.04,",,,0",6391,",,,0"
USC00042294,1986-03,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",1.4,0,1.4,",0",11,",0",8,",0",1,",0",0,"3,0",0,"3,0",0,",0",0,",0",0,",0",16,",0",0,",0",,,,,2.2,",0,14,",0,"3,,0,31,+",0,"3,,0,31,+",39.9,",,0,10,",26.7,",0,29,+",99.1,",,,0",1369.3,0,18.3,",,,0,0,2",16.7,",,,0,0,3",,,140.7,",0",21.1,",,,0,0,2",17.2,",,,0,0,3",,,10,",,,0,0,2",9.4,",,,0,0,3",,,11.7,",,,0,0,2",10,",,,0,0,3",,,14.2,",,,0,0,2",12.9,",,,0,0,3",,,9.23,",,,0",16.7,",,,0,0,2",13.9,",,,0,0,3",,,22,",,,0",117.2,",,,0",0,"3,,,0",13.84,",0",19.74,",,,0",7.95,",,,0",4609,",,,0"
USC00042294,1986-04,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",4.4,0,3,",0",4,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",19,",0",0,",0",,,,,2.8,",0,13,",0,",,0,30,+",0,",,0,30,+",11.9,",,0,07,",31.1,",0,22,",178.8,",,,0",1487.3,0,20.6,",,,0,0,2",18.9,",,,0,0,3",,,118,",0",24.4,",,,0,0,2",20,",,,0,0,3",,,13.9,",,,0,0,2",13.9,",,,0,0,3",,,16.7,",,,0,0,2",15,",,,0,0,3",,,17.3,",,,0,0,2",16.4,",,,0,0,3",,,9.13,",,,0",20.6,",,,0,0,2",17.4,",,,0,0,3",,,25.47,",,,0",18.7,",,,0",0,",,,0",14.5,",0",21.83,",,,0",7.17,",,,0",4377,",,,0"
USC00042294,1986-05,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",58.9,0,54.5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",9,",0",,,,,3.3,",0,07,+",0,",,0,31,+",0,",,0,31,+",1.3,",,0,05,",35,",0,30,",281.2,",,,0",1533,0,27.2,",,,0,0,2",25.6,",,,0,0,3",,,45.7,",0",31.1,",,,0,0,2",26.1,",,,0,0,3",,,16.7,",,,0,0,2",16.7,",,,0,0,3",,,20,",,,0,0,2",17.2,",,,0,0,3",,,21.8,",,,0,0,2",20.6,",,,0,0,3",,,11.65,",,,0",25.5,",,,0,0,2",21.6,",,,0,0,3",,,29.35,",,,0",1.8,",,,0",0,",,,0",18.62,",0",27.37,",,,0",9.86,",,,0",5339,",,,0"
USC00042294,1986-06,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",176.9,0,118,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",11,",0",,,,,9.4,",0,06,+",0,",,0,30,+",0,",,0,30,+",0,",,0,30,+",39.4,",0,24,",309.3,",,,0",1533.8,0,31.1,",,,0,0,2",28.9,",,,0,0,3",,,0.8,",0",34.4,",,,0,0,2",30,",,,0,0,3",,,25.6,",,,0,0,2",24.4,",,,0,0,3",,,29.4,",,,0,0,2",25.6,",,,0,0,3",,,27.6,",,,0,0,2",26.3,",,,0,0,3",,,14.78,",,,0",31.6,",,,0,0,2",27.4,",,,0,0,3",,,33.52,",,,0",0,",,,0",0,",,,0",22.24,",0",32.02,",,,0",12.46,",,,0",4897,",,,0"
USC00042294,1986-07,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",322.6,0,145.7,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",20,",0",,,,,8.3,",0,29,",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",37.2,",0,31,+",332.6,",,,0",0,0,30.6,",,,0,0,2",29.4,",,,0,0,3",,,0,",0",35,",,,0,0,2",30.6,",,,0,0,3",,,27.8,",,,0,0,2",27.2,",,,0,0,3",,,31.7,",,,0,0,2",28.3,",,,0,0,3",,,29.1,",,,0,0,2",28.2,",,,0,0,3",,,15.37,",,,0",33.1,",,,0,0,2",29.3,",,,0,0,3",,,34.5,",,,0",0,",,,0",0,",,,0",23.03,",0",32.95,",,,0",13.12,",,,0",5051,",,,0"
USC00042294,1986-08,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",457.6,0,135,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",31,",0",26,",0",,,,,8.9,",0,09,+",0,",,0,31,+",0,",,0,31,+",0,",,0,31,+",38.3,",0,05,+",285.3,",,,0",0,0,30.6,",,,0,0,2",28.9,",,,0,0,3",,,0,",0",34.4,",,,0,0,2",30,",,,0,0,3",,,27.2,",,,0,0,2",26.7,",,,0,0,3",,,31.1,",,,0,0,2",27.8,",,,0,0,3",,,28.5,",,,0,0,2",27.4,",,,0,0,3",,,14.76,",,,0",32.4,",,,0,0,2",28.6,",,,0,0,3",,,34.3,",,,0",0,",,,0",0,",,,0",22.69,",0",33.79,",,,0",11.58,",,,0",3877,",,,0"
USC00042294,1986-09,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",511,0,53.4,",0",5,",0",2,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",26,",0",8,",0",,,,,5.6,",0,13,",0,",,0,30,+",0,",,0,30,+",10.9,",,0,24,",37.8,",0,02,",206.2,",,,0",44.8,0,28.9,",,,0,0,2",27.8,",,,0,0,3",,,44.8,",0",32.2,",,,0,0,2",28.3,",,,0,0,3",,,16.7,",,,0,0,2",16.1,",,,0,0,3",,,18.9,",,,0,0,2",17.2,",,,0,0,3",,,23.3,",,,0,0,2",22.6,",,,0,0,3",,,11.91,",,,0",26.3,",,,0,0,2",23.8,",,,0,0,3",,,27.9,",,,0",17.9,",,,0",0,",,,0",18.62,",0",27.13,",,,0",10.11,",,,0",4826,",,,0"
USC00042294,1986-10,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",533.7,0,22.7,",0",1,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",0,",0",30,",0",4,",0",,,,,4.4,",0,12,",0,",,0,31,+",0,",,0,31,+",0.3,",,0,01,",33.3,",0,09,",194.1,",,,0",81.7,0,22.2,"2,,,0,0,2",20,"2,,,0,0,3",,,36.9,",0",25.6,"2,,,0,0,2",21.1,"2,,,0,0,3",,,17.8,"2,,,0,0,2",15.6,"2,,,0,0,3",,,18.9,"2,,,0,0,2",16.7,"2,,,0,0,3",,,19.9,"2,,,0,0,2",17.9,"2,,,0,0,3",,,10.74,"1,,,0",22,"2,,,0,0,2",18.8,"2,,,0,0,3",,,24.72,"1,,,0",0.3,",,,0",0,",,,0",17.88,",0",26.37,",,,0",9.39,",,,0",4837,",,,0"
USC00042294,1986-11,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",535.1,0,1.4,",0",1,",0",1,",0",0,",0",0,",0",0,",0",0,",0",2,",0",0,",0",18,",0",0,",0",,,,,-0.6,",0,30,",0,",,0,30,+",0,",,0,30,+",3.6,",,0,29,",27.8,",0,03,",151.8,",,,0",236.4,0,18.3,",,,0,0,2",16.1,",,,0,0,3",,,154.7,",0",20.6,",,,0,0,2",16.7,",,,0,0,3",,,10,",,,0,0,2",7.8,",,,0,0,3",,,12.2,",,,0,0,2",10,",,,0,0,3",,,14.9,",,,0,0,2",12.8,",,,0,0,3",,,6.01,",,,0",16.8,",,,0,0,2",13.9,",,,0,0,3",,,18.62,",,,0",3.6,",,,0",0,",,,0",13.22,",0",21.47,",,,0",4.98,",,,0",519,",,,0"
USC00042294,1986-12,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",535.1,0,0,",0",10,",0",3,",0",0,",0",0,",0",0,",0",0,",0",9,",0",0,",0",0,",0",0,",0",,,,,-2.2,",0,02,",0,",,0,31,+",0,",,0,31,+",19.1,",,0,20,",17.8,",0,17,+",40.3,",,,0",591.8,0,11.1,",,,0,0,2",8.3,"3,,,0,0,3",,,355.4,",0",12.8,",,,0,0,2",10,"3,,,0,0,3",,,6.7,",,,0,0,2",4.4,"3,,,0,0,3",,,7.8,",,,0,0,2",5,"3,,,0,0,3",,,8.8,",,,0,0,2",6.4,"3,,,0,0,3",,,3.65,",,,0",9.9,",,,0,0,2",7.3,"3,,,0,0,3",,,10.71,",,,0",33.9,",,,0",0,",,,0",6.87,",0",11.86,",,,0",1.87,",,,0",3334,",,,0"
USC00042294,1987-01,38.5349,-121.7761,18.3,"DAVIS 2 WSW EXPERIMENTAL FARM, CA US",0,0,0,"1,0",13,",0",7,",0",0,",0",0,",0",0,",0",0,",0",10,",0",0,"1,0",0,"1,0",0,"1,0",,,,,-3.3,",0,21,+",0,",,0,31,+",0,",,0,31,+",11.2,",,0,23,",19.4,"1,0,26,",62.5,",,,0",944.5,0,10,",,,,0,2",,,,,352.7,"1,0",11.1,",,,,0,2",,,,,5,",,,,0,2",,,,,6.1,",,,,0,2",,,,,7.1,",,,,0,2",,,,,,,8.3,",,,,0,2",,,,,10.62,",,,0",52.4,",,,0",0,",,,0",6.56,"1,0",11.11,"1,,,0",2.01,",,,0",6331,",,,0"
